FirstName,LastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerNumberSlavesHeld,Link,LinkDescription,AdditionalLinks,PrintedSource
"Henny, Jane's daughter",,1803,,,,"After George Digges's death, his wife Dorothy Digges sold Jane and Henny, her daughter, to Rev. C. Sewall.",,George,Digges,,105,https://slaveryarchive.georgetown.edu/items/show/241,,,
Stephen,,1796,,,,Henry Hagan's 1796 will left these people to son Henry Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Leo,,1796,,,,Henry Hagan's 1796 will left these people to son Henry Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Monica,,1796,,,,Henry Hagan's 1796 will left these people to son Henry Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Mary,,1796,,,,Henry Hagan's 1796 will left these people to son Henry Hagan.,Anna's mother.,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
"Anna, Mary's daughter",,1796,,,,Henry Hagan's 1796 will left these people to son Henry Hagan.,Mary's daughter.,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Frane,,1796,,,,Henry Hagan's 1796 will left these people to daughter Henrietta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Joe,,1796,,,,Henry Hagan's 1796 will left these people to daughter Henrietta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Milly,,1796,,,,Henry Hagan's 1796 will left these people to daughter Henrietta Hagan.,"Milly's children were also given to Henrietta Hagan, but their names are not mentioned.",Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Lewis,,1796,,,,Henry Hagan's 1796 will left these people to daughter Elizabeth Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Peter,,1796,,,,Henry Hagan's 1796 will left these people to daughter Elizabeth Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Sall,,1796,,,,Henry Hagan's 1796 will left these people to daughter Elizabeth Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Terry,,1796,,,,Henry Hagan's 1796 will left these people to daughter Elizabeth Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Oswald,,1796,,,,Henry Hagan's 1796 will left these people to daughter Violetta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Nace,,1796,,,,Henry Hagan's 1796 will left these people to daughter Violetta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
John,,1796,,,,Henry Hagan's 1796 will left these people to daughter Violetta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Jesse,,1796,,,,Henry Hagan's 1796 will left these people to daughter Violetta Hagan.,,Henry,Hagan,,48,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Fanny,,1816,,,,Fanny purchased freedom for herself and her son William from Araminta Harrison for five dollars.,Mother of William.,Araminta,Harrison,,,,,,"Jessica Millward, Finding Charity's Folk: Enslaved and Free Black Women in Maryland (University of Georgia Press, 2015), p. 48."
William,,1816,,,,Fanny purchased freedom for herself and her son William from Araminta Harrison for five dollars.,Son of Fanny.,Araminta,Harrison,,,,,,"Jessica Millward, Finding Charity's Folk: Enslaved and Free Black Women in Maryland (University of Georgia Press, 2015), p. 48."
Beth,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,Beth's eight children were also given to Warren Dent Jenifer in the will.,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Harry,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Milla,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Venus,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Solomon,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Lem,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Charles,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Judy,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Linny,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Flora,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,Flora's two children were also given to Warren Dent Jenifer in the will.,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Mark,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Davy,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Sam,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Lem,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Limon,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Tom,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Anthony,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,22,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Rebecca,,c. 1795-1805,,,,Served as baptismal sponsor at Trinity Church (Georgetown).,,Thomas Sim,Lee,Governor of Maryland,119,https://books.google.com/books?id=La5qFU947j4C&pg=PA245&dq=%22thomas+sim+lee%22+catholic+1790&hl=en&sa=X&ved=0ahUKEwic8JjW6t_bAhVuFjQIHRjcDvYQ6AEIKTAA#v=onepage&q=%22thomas%20sim%20lee%22%20catholic%201790&f=false,"Rebecca's name appears in baptims and marriage registers of Trinity Church at Georgetown, see William W. Warner, ""At Peace with All Their Neighbors.""",,
Robert,,1806,,,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,119,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Joan,,1806,,,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,119,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Dick,,1806,,son of Joan,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,119,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Betsy,,1806,,daughter of John,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,119,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Nelly,,1818,,,,"Manumitted by Thomas Sim Lee; she was married to a man named Benjamin, who belonged to Anne Key of Washington, DC.",,Thomas Sim,Lee,Governor of Maryland,119,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Teresa,,1788,,16,,Richard Bennett Mitchell bought these people from Walter Pye of Charles County in 1788.,Teresa and Bridget were sold for _60 total.,Richard Bennett,Mitchel [Mitchell],,5,http://colonial-settlers-md-va.us/getperson.php?personID=I021002&tree=Tree1,,,
"Bridget, ""a Mulatto girl""",,1788,,9,,Richard Bennett Mitchell bought these people from Walter Pye of Charles County in 1788.,Teresa and Bridget were sold for _60 total.,Richard Bennett,Mitchel [Mitchell],,5,http://colonial-settlers-md-va.us/getperson.php?personID=I021002&tree=Tree1,,,
Suckey,,1806,,,,Robert Molyneux asked Charles Neale to secure payment for his slave Suckey.,,Robert,Molyneux,"Jesuit priest, President of Georgetown",64,https://slaveryarchive.georgetown.edu/items/show/122,,,
Bob,,1788,,27,,"Bob ran away from Bohemia plantation. According to the runaway slave ad, he was 27, 5 feet 8 or 10 inches tall, ""well marked with the small pox, of a sullen, downcast look, and has lost the end of one of his fore fingers."" He was dressed in ""a deep blue coloured coat, corduroy waistcoat with a green back, snuff coloured cotton breeches, white stockings, and shoes almost new."" He also carried wtih him ""a white coat, and two yards of tow linen, perhaps made up into trowsers,"" as well as ""two fine linen shirts, one of which was ruffled, a good hat cocked behind, half worn."" He also may have had a ""forged pass"" with him. The reward for Bob's capture was 8 dollars.",,Robert,Molyneux,"Jesuit priest, President of Georgetown",64,https://www.newspapers.com/image/39724821/?terms=%22Robert%2BMolyneux%22,,,
[Unnamed],,1808,Female,,,Francis Neale purchased an unnamed slave woman in 1808.,,Francis,Neale,"Georgetown President, St. Thomas Manor",,https://slaveryarchive.georgetown.edu/items/show/104,,,
Len,,1808,,,,Francis Neale borrowed $50 from Georgetown College to buy Len.,,Francis,Neale,"Georgetown President, St. Thomas Manor",,https://slaveryarchive.georgetown.edu/items/show/213,,,
Priscilla,Queen,1810,Female,,,"Sued Rev. Francis Neale for freedom in a D.C. court on the grounds of being a descendant of Mary Queen, a free woman, who came from England and was sold into slavery for 7 years.","Descendant of Mary Queen, a free woman of color who came from England and was unlawfully enslaved for 7 years. Simon Queen served as her witness. She lost the suit at Georgetown and remained enslaved.",Francis,Neale,"Georgetown President, St. Thomas Manor",,https://slaveryarchive.georgetown.edu/items/show/34,,http://earlywashingtondc.org/cases/oscys.caseid.0025,
Spalding,,1805,,,,Ran away from Rev. Leonard Neale in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,http://slaveryarchive.georgetown.edu/items/show/112,,,
"Bazil, ""Mulatto man slave""",,1786,,,,Anne Neale left Bazil to Leonard Neale in her 1786 will.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,http://www.colonial-settlers-md-va.us/getperson.php?personID=I017412&tree=tree1,,,
Stashy,,1812,,,,Bishop Leonard Neale hired out Shashy and Jenny to Georgetown College for the year.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/214,,,
Jenny,,1812,,,,Bishop Leonard Neale hired out Shashy and Jenny to Georgetown College for the year.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/214,,,
Charles,,1788,,,,Rev. Leonard Neale bought Charles from Rev. Sewall SJ.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/221,,,
Nace,,1805,,,,Leonard Neale bought mended shoes and breeches for Nace in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/222,,,
John,,1805,,,,Leonard Neale bought shoes for John in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/222,,,
Jack,,1805,,,,Leonard Neale bought a hat for Jack in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/222,,,
Wat,,1802,,,,Rev. Leonard Neale bought him from Charles Boarman.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop",,https://slaveryarchive.georgetown.edu/items/show/75,,,
James,,1780,,,,"Bernard O'Neill bought James and Jenny as well as ""her increase"" from William Cavenough in 1780.",,Bernard,O'Neil,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021207&tree=tree1,,,
Jenny,,1780,,,,"Bernard O'Neill bought James and Jenny as well as ""her increase"" from William Cavenough in 1780.",,Bernard,O'Neil,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021207&tree=tree1,,,
Robert,Thomas,1791,,,,Robert Thomas filed a petition for freedom from Rev. Henry Pile on the basis of being descended from a free white woman named Elizabeth Thomas. Daniel Jenifer was a witness. Robert won his freedom in 1794.,,Henry,Pile,Priest,28,http://earlywashingtondc.org/cases/oscys.caseid.0342,,https://books.google.com/books?id=m1dGAAAAYAAJ&pg=PA241&lpg=PA241&dq=Robert+Thomas+v.+Henry+Pile&source=bl&ots=qR89ipCGM7&sig=_qAmoectYyIBerEB4d_U2Clm9x8&hl=en&sa=X&ved=0ahUKEwiUg937pKncAhUQ5awKHdC0CVUQ6AEIcTAS#v=onepage&q=Robert%20Thomas%20v.%20Henry%20Pile&f=false,
Ralph,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Ralph was the husband of Clare.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Clare,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Clare was the wife of Ralph.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Gerard,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Gerard was the son of Lydia.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Lydia,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Lydia was the mother of Gerard.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"""Young Ralph commonly called Captain""",,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Jack,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,"""The son of old Ralph.""",Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"John, a carpenter",,1813,,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,John was the husband of Lydia and the son of Terry.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Lydia,,1813,,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,Lydia was the wife of John.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Terry,,1813,Female,,,Rev. Henry Pile left these people to his niece Eleanor Hamersley in his will in 1813.,Terry was the mother of John.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Sophy,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,"Mother of Harry, Frank, and Matthew. Sophy also had four daughters, whom the will leaves unnamed",Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Harry,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Frank,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Matthew,,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,Son of Sophy.,Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
"""Young Terry""",,1813,,,,Rev. Henry Pile left these people to his nephew's son Francis Hamersley in his will in 1813.,"Terry also had two sons, whom the will leaves unnamed.",Henry,Pile,Priest,28,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Jane,,1784,,,,Edmund Plowden bought Jane and Rachel from the Newtown Jesuit plantation in 1784.,,Edmond [Edmund],Plowden,,64,https://slaveryarchive.georgetown.edu/items/show/173,,,
Rachel,,1784,,,,Edmund Plowden bought Jane and Rachel from the Newtown Jesuit plantation in 1784.,,Edmond [Edmund],Plowden,,64,https://slaveryarchive.georgetown.edu/items/show/173,,,
George,Butler,1789,,,,"George Butler petitioned the court for freedom. Plowden then employed him, but after an overseer complained about Butler's performance, Plowden ""had him corrected for his ill behavior."" Butler then left. Plowden prohibited readers from giving Butler work and offered 6 dollars reward for his return.",,Edmond [Edmund],Plowden,,64,https://www.newspapers.com/image/41045663/?spot=6925125,,,
Billy,,1815,Female,60,$0,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Sam,,1815,Boy,,$200,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Caleb,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Isaac,,1815,Boy,,$160,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Tom,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Mingo,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Henry,,1815,Boy,,$150,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
Rachel,,1815,Girl,,$60,John Postl[e]y's personal estate inventory from 1815.,,John,Postly,"Planter, slave owner",14,https://taylorhousemuseum.org/history/john-postly/,,,
James,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Pat,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Basill,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
William,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
James,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Beck,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Jean,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Henny,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Henny,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Moses,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Joseph,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sesely,,1785,,,,Charles Pye sold these people to Edward Edelin for a total of _500 in 1785.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Jesse,,1804,,37,_120,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Bennet,,1804,,53,_30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Joseph,,1804,,33,_75,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Moses,,1804,,31,_80,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Black Henny,,1804,,31,_60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Walter,,1804,,13,_70,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Magdalin,,1804,,17,_60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Charity,,1804,,13,_40,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Charlotte,,1804,,11,_30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Yellow Henny,,1804,,33,_60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Lewis,,1804,,18,_75,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Edward,,1804,,15,_70,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sucky,,1804,,16,_60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Betsey,,1804,,10,_40,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Patsey,,1804,,10,_30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Harry,,1804,,5,_20,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Sisily,,1804,,29,_60,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Notley,,1804,,7,_30,Charles Pye sold these people to Thomas Attwood Digges and Joseph Noble Bayne in 1804 for a total of 10 shillings.,,Charles,Pye,,23,http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1,,,
Charity,,1802,Girl,,,Henry Rozer left Charity to his granddaughter Cecila Rozer in his 1802 will.,,Henry,Rozier [Rozer],,120,http://www.colonial-settlers-md-va.us/getperson.php?personID=I016090&tree=tree1,,,
"James, the driver",,1802,,,,Henry Rozer left James to his granddaughter Harriet Rozer in his 1802 will.,,Henry,Rozier [Rozer],,120,http://www.colonial-settlers-md-va.us/getperson.php?personID=I016090&tree=tree1,,,
