EnslavedPersonFirstName,EnslavedPersonLastName,Year,Gender,Age,Valuation,NotableFacts,Network,SlaveOwnerFirstName,SlaveOwnerLastName,SlaveOwnerOccupation,SlaveOwnerPlottedLocation,SlaveOwnerNumberSlavesHeld,NumberSlavesSued,NumberSlavesRanAway,Source1,Source2,Source3,Notes
Heltey,,1799,,26,£30,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Isaac,,1799,,3,7.16 [?],Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Billy,,1799,,1,not appraised,Sold to Nicholas Pegno [?] of Montgomery County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Jack,,1799,,27,£45,Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
mary,,1799,,23,£30,Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Peggy,,1799,,4,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Betsey,,1799,,3,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Bob,,1799,,2,7.16 [?],Sold to Joshua Jones of Frederick County after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
John,,1799,,26,£45,Sold toLawyer McMachan of Baltimore Town after December 1799.,Sold shortly after the Mahony ruiling.,Charles,Carroll [of Carrollton],,"5809 Manor Woods Rd, Frederick, MD 21703",315,,,"""A list of negroes sold on Doughoregan Manor since December the 2nd 1799 by Mr. Carroll,"" New York Historical Society, http://blog.nyhistory.org/generations-a-slave/",,,
Alexis,,1806,,,,"Was John Carroll's valet, until Carroll sold him due to his alcoholism.",,John,Carroll,Bishop,"Baltimore, MD",at least 2,,,http://sites.jcu.edu/mission/pages/slavery-working-group/,https://books.google.com/books?id=osTPw7783nYC&pg=PA76&dq=%22john+carroll%22+alexis+valet&hl=en&sa=X&ved=0ahUKEwinpdL38qPcAhXrg1QKHWHDA_0Q6AEIKTAA#v=onepage&q=%22john%20carroll%22%20alexis%20valet&f=false,,
Charles,,1815,,,,John Carroll bequeathed Charles to his nephew with the provision for later manumission.,,John,Carroll,Bishop,"Baltimore, MD",at least 2,,,http://sites.jcu.edu/mission/pages/slavery-working-group/,,,
Andrew,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Criss,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Jude,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Phillis,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Sarah,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Gabriel,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Charles,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
George,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Harry,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Same,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
June,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his son Francis T. Clements.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Rachel,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Minta,Senior,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
John,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Walter,,1804,,,,"In his 1804 will, John Clements left these enslaved people to Joseph Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Teney,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Minta,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Margaret,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
Lewis,,1804,,,,"In his 1804 will, John Clements left these enslaved people to his daughter Teresa Green, wife of James Raymond Green.",,John,Clements,,"Pomfret, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056409&tree=Tree1,,,
"Basil, a blacksmith",,1799,,,,"In his 1799 will, William Coomes asks that Basil ""be sold at public venure for ready cash.""",,William,Coomes [Combs],,"Port Tobacco, MD",15,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I057160&tree=Tree1,,,
Jane,,1803,,,,"After George Digges's death, his wife Dorothy Digges sold Jane and Henny, her daughter to Rev. C. Sewall.",,George,Digges,,"Warburton Manor, Fort Washington",105,,,https://slaveryarchive.georgetown.edu/items/show/241,,,
"Henny, Jane's daughter",,1803,,,,"After George Digges's death, his wife Dorothy Digges sold Jane and Henny, her daughter to Rev. C. Sewall.",,George,Digges,,"Warburton Manor, Fort Washington",105,,,https://slaveryarchive.georgetown.edu/items/show/241,,,
Stephen,,1796,,,,Henry Hagan's 1796 will leaves the following people to son Henry Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Leo,,1796,,,,Henry Hagan's 1796 will leaves the following people to son Henry Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Monica,,1796,,,,Henry Hagan's 1796 will leaves the following people to son Henry Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Mary,,1796,,,,Henry Hagan's 1796 will leaves the following people to son Henry Hagan.,Anna's mother,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
"Anna, Mary's daughter",,1796,,,,Henry Hagan's 1796 will leaves the following people to son Henry Hagan.,Mary's daughter,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Frane,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Henrietta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Joe,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Henrietta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Milly,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Henrietta Hagan.,"Milly's children were also given to Henrietta Hagan, but their names are not mentioned.",Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Lewis,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Elizabeth Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Peter,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Elizabeth Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Sall,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Elizabeth Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Terry,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Elizabeth Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Oswald,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Violetta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Nace,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Violetta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
John,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Violetta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Jesse,,1796,,,,Henry Hagan's 1796 will leaves the following people to daughter Violetta Hagan.,,Henry,Hagan,,"10225 Conoy Place, Faulkner, MD 20632",48,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I058302&tree=Tree1,,,
Fanny,,1816,,,,Fanny purchased freedom for herself and her son William from Araminta Harrison for five dollars.,Mother of William.,Araminta,Harrison,,"Charles County, MD",,,,"Jessica Millward, Finding Charity's Folk: Enslaved and Free Black Women in Maryland (University of Georgia Press, 2015), p. 48.",,,
William,,1816,,,,Fanny purchased freedom for herself and her son William from Araminta Harrison for five dollars.,Son of Fanny.,Araminta,Harrison,,"Charles County, MD",,,,"Jessica Millward, Finding Charity's Folk: Enslaved and Free Black Women in Maryland (University of Georgia Press, 2015), p. 48.",,,
Beth,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,Beth's eight children were also given to Warren Dent Jenifer in the will.,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Harry,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Milla,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Venus,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Solomon,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Lem,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Charles,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Judy,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Linny,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Flora,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,Flora's two children were also given to Warren Dent Jenifer in the will.,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Mark,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Davy,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Sam,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Lem,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Limon,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Tom,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Anthony,,1795,,,,Daniel Jennifer's will left these people to his son Warren Dent Jennifer in 1795.,,Daniel,Jennifer,,"Port Tobacco, MD",22,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I048042&tree=tree1,,,
Teresa,,1788,,16,,Richard Bennett Mitchell bought these people from Walter Pye of Charles County in 1788.,Teresa and Bridget were sold for £60 total.,Richard Bennett,Mitchel [Mitchell],,"Pomfret, MD",5,,,http://colonial-settlers-md-va.us/getperson.php?personID=I021002&tree=Tree1,,,
"Bridget, ""a Mulatto girl""",,1788,,9,,Richard Bennett Mitchell bought these people from Walter Pye of Charles County in 1788.,Teresa and Bridget were sold for £60 total.,Richard Bennett,Mitchel [Mitchell],,"Pomfret, MD",5,,,http://colonial-settlers-md-va.us/getperson.php?personID=I021002&tree=Tree1,,,
Rebecca,,c. 1795-1805,,,,Served as baptismal sponsor at Trinity Church (Georgetown),,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,"Rebecca's name appears in baptims and marriage registers of Trinity Church at Georgetown, see William W. Warner, ""At Peace with All Their Neighbors,"" - https://books.google.com/books?id=La5qFU947j4C&pg=PA245&dq=%22thomas+sim+lee%22+catholic+1790&hl=en&sa=X&ved=0ahUKEwic8JjW6t_bAhVuFjQIHRjcDvYQ6AEIKTAA#v=onepage&q=%22thomas%20sim%20lee%22%20catholic%201790&f=false",,,
Robert,,1806,,,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Joan,,1806,,,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Dick,,1806,,son of Joan,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Betsy,,1806,,daughter of John,,"Thomas Sim Lee sold these four people to his daughter Elizabeth when she married Congressman Outerbridge Horsey from Delaware. In 1812, Horsey (Lee's son-in-law and congressman from Delaware) manumitted 14 slaves, including Robert, his wife Eleanor, as well as Joan and her children. They still had to all complete a term of service after manumition, ranging from five to eighteen years.",,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Nelly,,1818,,,,"Manumitted by Thomas Sim Lee; she was married to a man named Benjamin, who belonged to Anne Key of Washington, DC.",,Thomas Sim,Lee,Governor of Maryland,"6700 Needwood Rd, Derwood, MD 20855",119,,,https://msa.maryland.gov/msa/educ/exhibits/lee/html/case4.html,,,
Suckey,,1806,,,,Robert Molyneux asked Charles Neale to secure payment for his slave Suckey.,,Robert,Molyneux,"Jesuit priest, President of Georgetown","8855 Chapel Point Rd, Port Tobacco, MD",64,,,https://slaveryarchive.georgetown.edu/items/show/122,,,
Bob,,1788,,27,,"Bob ran away from Bohemia plantation. He was 27, 5 feet 8 or 10 inches tall, ""well marked with the small pox, of a sullen, downcast look, and has lost the end of one of his fore fingers."" He was dressed in ""a deep blue coloured coat, corduroy waistcoat with a green back, snuff coloured cotton breeches, white stockings, and shoes almost new."" He also carried wtih him ""a white coat, and two yards of tow linen, perhaps made up into trowsers,"" as well as ""two fine linen shirts, one of which was ruffled, a good hat cocked behind, half worn."" He also may have had a ""forged pass"" with him. The reward for Bob's capture was 8 dollars.",,Robert,Molyneux,"Jesuit priest, President of Georgetown","8855 Chapel Point Rd, Port Tobacco, MD",64,,,https://www.newspapers.com/image/39724821/?terms=%22Robert%2BMolyneux%22,,,
Len,,1808,,,,Francis Neale borrowed $50 from Georgetown College to buy Len.,,Francis,Neale,"Georgetown President, St. Thomas Manor","3700 O St NW, Washington, DC 20057",,,,https://slaveryarchive.georgetown.edu/items/show/213,,,
[Unnamed],,1808,Female,,,Francis Neale purchases an unnamed slave woman in 1808.,,Francis,Neale,"Georgetown President, St. Thomas Manor","3700 O St NW, Washington, DC 20057",,,,https://slaveryarchive.georgetown.edu/items/show/104,,,
Priscilla,Queen,1810,Female,,,"Sued Rev. Francis Neale for freedom in a D.C. court on the grounds of being a descendant of Mary Queen, a free woman, who came from England and was sold as a slave for 7 years.","Descendant of Mary Queen, a free woman of color who came from England and was unlawfully enslaved for 7 years. Simon Queen served as her witness. She lost the suit at Georgetown and remained enslaved.",Francis,Neale,"Georgetown President, St. Thomas Manor","3700 O St NW, Washington, DC 20057",,,,https://slaveryarchive.georgetown.edu/items/show/34,https://www.washingtonpost.com/opinions/when-enslaved-people-sued-georgetown-for-freedom/2016/08/19/b6b0e430-5406-11e6-88eb-7dda4e2f2aec_story.html?noredirect=on&utm_term=.3f000f5f2bde,http://earlywashingtondc.org/cases/oscys.caseid.0025,
Spalding,,1805,,,,Ran away from Rev. Leonard Neale in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,http://slaveryarchive.georgetown.edu/items/show/112,,,
Wat,,1802,,,,Rev. Leonard Neale bought him from Charles Boarman.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/75,,,
Charles,,1788,,,,Rev. Leonard Neale bought Charles from Rev. Sewall SJ.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/221,,,
Stashy,,1812,,,,Bishop Leonard Neale hired out Shashy and Jenny to Georgetown College for the year.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/214,,,
Jenny,,1812,,,,Bishop Leonard Neale hired out Shashy and Jenny to Georgetown College for the year.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/214,,,
"Bazil, ""Mulatto man slave""",,1786,,,,Anne Neale left Bazil to Leonard Neale in her 1786 will.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I017412&tree=tree1,,,
Nace,,1805,,,,Leonard Neale bought mended shoes and breeches for Nace in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/222,,,
John,,1805,,,,Leonard Neale bought shoes for John in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/222,,,
Jack,,1805,,,,Leonard Neale bought a hat for Jack in 1805.,,Leonard,Neale,"Priest, Georgetown President, Baltimore Bishop","8855 Chapel Point Rd, Port Tobacco, MD",,,,https://slaveryarchive.georgetown.edu/items/show/222,,,
James,,1780,,,,"Bernard O'Neill bought James and Jenny as well as ""her increase"" from William Cavenough in 1780.",,Bernard,O'Neil,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021207&tree=tree1,,,
Jenny,,1780,,,,"Bernard O'Neill bought James and Jenny as well as ""her increase"" from William Cavenough in 1780.",,Bernard,O'Neil,,"3700 O St NW, Washington, DC 20057",,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I021207&tree=tree1,,,
Robert,Thomas,1791,,,,Robert Thomas filed a petition for freedom from Rev. Henry Pile on the basis of being descended from a free white woman named Elizabeth Thomas. Daniel Jenifer was a witness. Robert won his freedom in 1794.,,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://earlywashingtondc.org/cases/oscys.caseid.0342,https://books.google.com/books?id=m1dGAAAAYAAJ&pg=PA241&lpg=PA241&dq=Robert+Thomas+v.+Henry+Pile&source=bl&ots=qR89ipCGM7&sig=_qAmoectYyIBerEB4d_U2Clm9x8&hl=en&sa=X&ved=0ahUKEwiUg937pKncAhUQ5awKHdC0CVUQ6AEIcTAS#v=onepage&q=Robert%20Thomas%20v.%20Henry%20Pile&f=false,,
Ralph,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Ralph was the husband of Clare.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Clare,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Clare was the wife of Ralph.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
Gerard,,1813,,,,Rev. Henry Pile left these people to his nephew William Hamersley in his will in 1813.,Gerard was the son of Lydia.,Henry,Pile,Priest,"11555 St Marys Church Rd, Charlotte Hall, MD 20622",28,,,http://www.colonial-settlers-md-va.us/getperson.php?personID=I056425&tree=tree1,,,
