SubscriberSource,SubscriberLastName,SubscriberFirstName,SubcriberMiddleName,SubscriberTitle,SubscriberNoCopies,SubscriberLocation,PlottedLocation,State,LocationConfidenceLevel,PlottedLocation_Latitude,PlottedLocation_Longtitude,PlottedLocation_Note,PlottedLocation_Link,Preceeding Location ,CensusDate,CensusLastName,CensusFirstName,CensusAddress,CensusCity,CensusWard/ County,CensusNumberOfHouseholdMembers,Under 16,Over16,Females,Slaves,All other Free Persons,Notes,SK_Notes,YearBorn,Place Born,YearDied,Age in 1790,YearArrivedinUS,Occupation,SlaveOwner,NumberSlaves,Network
Badin Bible,Summers,Felix,,,,Talbot County,"Talbot County, MD",MD,Point,38.696745,-75.928551,"Location approximate. Thomas Joseph Peterman places Felix Summers ""near the area reached from Maple Avenue in Preston twoard Chotank River on the right side.""","See Thomas Joseph Peterman, ""Catholics in Colonial Delmarva"" (Devon, PA: Cooke, 1996). P. 284.",,,,,,,,,,,,,,doesn't appear in 1790 census,,,,,,,,,,
Badin Bible,Ternan [Tiernan],Luke,,,,Hagerstown,"Hagerstown, MD",MD,City,,,,,,,,,,,,,,,,,,doesn't appear in 1790 census,The last name is Tiernan - https://books.google.com/books?id=LwIjAQAAIAAJ&pg=PA231&dq=%22Luke+Tiernan%22+catholic&hl=en&sa=X&ved=0ahUKEwiq6eqWneXbAhWIGnwKHdB0DZoQ6AEIPjAE#v=onepage&q=%22Luke%20Tiernan%22%20catholic&f=false and https://books.google.com/books?id=JmlKAAAAYAAJ&pg=PA210&dq=%22Luke+Tiernan%22+hagerstown&hl=en&sa=X&ved=0ahUKEwjNyp6CmPTbAhUrs1QKHQfmDlAQ6AEIUTAI#v=onepage&q=%22Luke%20Tiernan%22%20hagerstown&f=false,1757,Ireland,1839,33,1783,Merchant,,,
Badin Bible,Tubman,Richard,,,,"Dorset county, MD","Tubman Chaple, Church Creek, MD 21622",MD,Point,,,"Richard Tubman II built the Tubman Chapel for Rev. Joseph Mosley in 1769. See Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 34.",https://mht.maryland.gov/secure/medusa/PDF/Dorchester/D-18.pdf,,1790,Tubman,Richard,Charles,Charles,"Charles, MD",22,2,4,3,13,0,,"Counties don't match between the census and the list, but this is most likely him -- e.g. https://books.google.com/books?id=Wz36_E60ZS4C&pg=PA21&dq=%22Richard+Tubman%22+catholic&hl=en&sa=X&ved=0ahUKEwje6tjxn-XbAhUJRqwKHWTQBVwQ6AEIKTAA#v=onepage&q=%22Richard%20Tubman%22%20catholic&f=false",,,,,,,1,13,"Tubman Chapel, the first Catholic Church in Dorcester County, was built c. 1769 -  https://books.google.com/books?id=a327AwAAQBAJ&pg=PA54&dq=%22Richard+Tubman%22+catholic&hl=en&sa=X&ved=0ahUKEwje6tjxn-XbAhUJRqwKHWTQBVwQ6AEIOjAD#v=onepage&q=%22Richard%20Tubman%22%20catholic&f=false"
Badin Bible,Tuite,Robert,,Esq.,,Queen Anne's County,"13209 Church Lane, Cordova, Maryland 21625",MD,Point,,,"Location approximate. Rev. John Ambrose Souge writes a letter about coming to St. Joseph's mission in 1802 and says that John Bolton (who was in charge of the mission) usually stayed with Robert Tuite and that Tuite frequently supplied communion wine , which means that Tuite resided not too far from the mission. See the full letter in Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 47-48.",,,1790,Tuite,Robert,Queen Annes,Queen Annes,"Queen Annes, MD",33,0,1,2,30,0,,,,,,,,,1,30,
Badin Bible,Van Huffel,James,,Rev.,,Maryland,"St. Mary's County, MD",MD,County,,,"Joseph Agonito in ""The Building of an American Catholic Church: The Episcopacy of John Carroll"" (New York: Routledge, 2017) places James Van Huffel in St. Mary's County.",https://books.google.com/books?id=wO80DwAAQBAJ&pg=PT91&dq=%22James+Van+Huffel%22&hl=en&sa=X&ved=0ahUKEwit4IjEjvTbAhUEG3wKHcH1BLYQ6AEIRjAF#v=onepage&q=%22James%20Van%20Huffel%22&f=false,,,,,,,,,,,,,,doesn't appear in 1790 census,,,,,,,,,,Was at John Carroll's first national synod - https://books.google.com/books?id=5B8FAAAAYAAJ&pg=PA429&dq=%22Rev+james+Van+Huffel%22&hl=en&sa=X&ved=0ahUKEwj33uvtouXbAhUMY6wKHaPUBakQ6AEIKTAA#v=onepage&q=%22Rev%20james%20Van%20Huffel%22&f=false
Badin Bible,Walsh,William,,,,Monocacy,"Creagerstown, MD",MD,Point,39.577222,-77.365,"Monocacy is a former village that used to be located near Creagerstown in Frederick County, MD. The village was completely abandoned, so no precise location exists.","https://en.wikipedia.org/wiki/Monocacy,_Maryland",,,,,,,,,,,,,,"doesn't appear in 1790 census. Add this plot point to the map, as another plot point for Frederick County, MD. Monocacy doesn't exist anymore as a village, but it's known to have been in Frederick County, MD. He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 363.",,,,,,,,,,
Badin Bible,Walton,James,,Rev.,"6 copies [note: in letter to Carey, Carroll changes this to 12 copies. See note for reference.]","St. Inigo, St. Mary's County","St. Ignatius Church, Webster Field Road, St. Inigoes, Saint Mary's County, MD 20684",MD,Point,38.150333,-76.423611,"St. Ignatius Roman Catholic Church stands on the site of St. Inigoe's Manor, acquired by the Jesuit in 1637.",,,1790,Walton,James,Unknown Township,St Marys,"St Marys, MD",30,0,2,0,28,0,"This has been changed: from St. Mary's County to St. Inigoes, MD (which is in St. Mary's County). See ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 364, for letter from Carroll to Carey, specifying that Walton wanted 12 copies. Letter dated Sept 10, 1789.",,1736,England,1803,54,,,1,28,
Badin Bible,Ward,B.,M.,Esq.,,Talbot County,"Talbot County, MD",MD,County,,,,,,,,,,,,,,,,,,not enough information,,,,,,,,,,
Badin Bible,Waring,H. [Henry],,,,Georgetown,"3700 O St NW, Washington, DC 20057","Washington, DC",Point,,,,,,1790,Henry,Warring,,,"Montgomery, MD",7,5,2,,,,"doesn't appear in1790 census; he appears in""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Volume 9 (1898), p. 362.",http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,1762,"Prince George's County, MD",1806,28,,Merchant - https://books.google.com/books?id=CpxJAAAAYAAJ&pg=PA362&dq=%22H+Waring%22+georgetown&hl=en&sa=X&ved=0ahUKEwjWnICpxOXbAhXLhVQKHY9tBnEQ6AEIOjAD#v=onepage&q=%22H%20Waring%22%20georgetown&f=false,,,One of the first Georgetown students; brother of Marsham Waring
Badin Bible,Waring,M. [Marsham],,,,Georgetown,"3700 O St NW, Washington, DC 20057","Washington, DC",Point,,,,,,1790,Marsham,Warring,,,"Montgomery, MD",7,5,2,,,,"doesn't appear in 1790 census; he appears in""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Volume 9 (1898), p. 362.",The full first name appears in the proposal for the establishment of Georgetown. See https://books.google.com/books?id=YdRAAAAAIAAJ&pg=PA401&dq=people+affiliated+with+early+georgetown+university&hl=en&sa=X&ved=0ahUKEwiU4bWb9fPbAhULHqwKHbz_B48Q6AEIPDAD#v=onepage&q=waring&f=false. See also - http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,1754,"Prince George's County, MD",1812,36,,Merchant - https://books.google.com/books?id=CpxJAAAAYAAJ&pg=PA362&dq=%22H+Waring%22+georgetown&hl=en&sa=X&ved=0ahUKEwjWnICpxOXbAhXLhVQKHY9tBnEQ6AEIOjAD#v=onepage&q=%22H%20Waring%22%20georgetown&f=false,,,"Georgetown, brother of Henry Waring"
Badin Bible,Wetherstrandt [Wederstrandt],Conrad,Theodore,Esq.,,Talbot county,"Queenstown, MD 21658",MD,Point,38.940283,-76.19752,"Location approximate. Edward B. Carley places him just southwest of Queenstown, MD in the map in his book. See Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 34.",https://books.google.com/books?id=gwLiAAAAMAAJ&q=conrad+wederstrandt&dq=conrad+wederstrandt&hl=en&sa=X&ved=0ahUKEwjDvfuQufLbAhVihq0KHcB9A_0Q6AEIXDAK,,1790,Wederstrandt,Conrad T,,,"Queen Annes, MD",,2,4,5,85,,doesn't appear in 1790 census. SK: appears in this version: http://files.usgwarchives.net/md/queenanne/census/1790/pg0098.txt,,1736,,1801,54,,,1,85,Served as commissary of purchases for Maryland during the Revolutionary War - https://founders.archives.gov/documents/Jefferson/01-20-02-0240. He married John Sayer Blake's daughter Mary Blake.
Badin Bible,Wheeler,Ignatius,,,,St. Mary's County,"St. Mary's County, MD",MD,County,,,,,,1790,Wheeler,Ignatius,Unknown Township,,"St. Mary's, Maryland",46,1,2,2,40,1,4 Ignatius Wheelers in 1790 census Maryland; SK: only one in St Mary's County,"There is a wealthy Catholic by the name of Ignatius Wheeler residing in Hartford County as well; he is likely the same person, but I have no definitive proof; and St. Mary's and Hartford Counties are quite far away, so why would the location be off in the subscriber list? Ignatius Wheeler shows up again on another list of John Carroll's, this one re: Georgetown, and in that list, Carroll specifies that Wheeler is ""on the Western shore,"" but again, inconclusive as to the exact location.",,,,,,,1,40,
Badin Bible,Young,Nottley,,Esq.,,"Duddington Pasture, Patowmac","Washington, DC",MD,Point,38.882612,-77.0274766,"Nicholas King, –Map of Notley Young's Plantation,” Histories of the National Mall, accessed June 26, 2018, http://mallhistory.org/items/show/252.","https://dc.hometownlocator.com/maps/feature-map,ftc,3,fid,531080,n,duddington%20pasture.cfm",,1790,Young,Notley,Prince Georges,Prince Georges,"Prince Georges, MD",279,8,6,0,265,0,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,,,,,,1,265,
