SubscriberSource,SubscriberLastName,SubscriberFirstName,SubcriberMiddleName,SubscriberTitle,SubscriberNoCopies,SubscriberLocation,PlottedLocation,State,LocationConfidenceLevel,PlottedLocation_Latitude,PlottedLocation_Longtitude,PlottedLocation_Note,PlottedLocation_Link,Preceeding.Location,CensusDate,CensusLastName,CensusFirstName,CensusAddress,CensusCity,CensusWard..County,CensusNumberOfHouseholdMembers,Under.16,Over16,Females,Slaves,All.other.Free.Persons,Notes,SK_Notes,YearBorn,Place.Born,YearDied,Age.in.1790,YearArrivedinUS,Occupation,SlaveOwner,NumberSlaves,Network,lon,lat,geoAddress,geoNote
Badin Bible,Postly,John,,Colonel,,"Worcester county, MD","Worcester County, MD",MD,Point,38.365973,-75.20616,Location approximate. The Calvin B. Taylor House Museum locates John Postly's land between the towns of Berlin and St. Martin.,https://taylorhousemuseum.org/history/john-postly/,,1790,Postly,John,,,"Boquetenorton Hundred [township], Worcester County, MD",NA,NA,NA,NA,17,NA,"SK: I found different census numbers - 1 male, 4 females, 14 slaves","Also: he might actually be a Presbyterian, at least according to this: https://taylorhousemuseum.org/history/john-postly/",,,1815,NA,NA,Planter,1,14,His will was supposed to _benefitt of and to be applied toward the necessities or Education of poor necessitous young people in the bounds of Buckingham and Worcester Hundreds in Worcester County - http://aomol.msa.maryland.gov/000001/000214/html/am214--259.html,-75.20616,38.365973,"worcester county, md, usa",location fixed manually
Badin Bible,Pye,Charles,,,,"Cornwallis's Neck, Charles County","Cornwallis Neck, Charles County, MD",MD,Point,38.5728971,-77.202758,,,,1790,Pye,Charles,Charles,Charles,"Charles, MD",33,3,4,3,23,0,,,1760,"Charles County, MD",1809,30,NA,,1,23,"In 1800, Chalres Pye and Sarah Pye donate land to John Mondesir, pastor of the Conwallis's Neck congregation to build a church there - http://www.colonial-settlers-md-va.us/getperson.php?personID=I020841&tree=tree1",-77.202758,38.5728971,"cornwallis neck, 7, pomonkey, md 20640, usa",location fixed manually
Badin Bible,Queen,Richard,,,,Eastern Branch,"Queens Chapel Rd NE, Washington, DC 20018",MD,Point,NA,NA,"The ""Records of Columbia Historical Society"" places Queen's Chapel in Richard Queen's estate, ""situated amid the wooden hills of Langdon."" See John B. Larner, ed., ""Records of the Columbia Historical Society,"" Vol. 23 (Washington: The Society, 1920), p. 30.",https://archive.org/details/recordscolumbia23unkngoog,,1790,Queen,Richard,Prince Georges,Prince Georges,"Prince Georges, MD",26,0,1,4,21,0,"He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 366. His location is ""Eastern branch of the Potowmack."" This could place him in modern-day Washington, DC, but I've decided to leave him located in the county, per the census.",,1725,"Charles County, MD",1794,NA,NA,,1,21,"His will leaves to the ""Right Rev. John Carroll --Bishop of Baltimore -the remaining members of the Catholic Church to have 2 acres of land where the Catholic chapel now sits being a part of a tract of land called ""The Inclosure"" and testator's intention is that it be used for the religious purposes of the Catholic Church and congregation and executors are to measure and bound the 2 acres of land w/in 12 months after testator's decease and the lands to exclude as much as possible all public roads"" - http://www.colonial-settlers-md-va.us/getperson.php?personID=I034879&tree=Tree1",-76.975502,38.9236363,"queens chapel rd ne, washington, dc 20018, usa",
Badin Bible,Richardson,William,,Colonel,,Caroline County,"Gilpin Point Rd, Preston, MD 21655",MD,Point,NA,NA,"The home of Revolutionary War soldier Col. William Richardson was known as ""glipin's point.""","https://mht.maryland.gov/secure/medusa/PDF/Caroline/CAR-7.pdf, https://archive.org/stream/marylandscolonia00earlrich#page/168/mode/2up/search/William+Richardson",,1790,Richardson,William,Caroline,Caroline,"Caroline, MD",NA,NA,NA,NA,NA,NA,no data,,1735,,1825,55,NA,,1,"unclear how many, but he lived on a big plantation","Member of the MD assembly 1773076, introduced bill forming Caroline County in 1774; fought at Harlem Heights in 1776; part of the Constitutional convention in 1778",-75.887211,38.7958248,"gilpin point rd, preston, md 21655, usa",
Badin Bible,Riley,Johnson,,,,Prince George's County,"Prince George's County, MD",MD,County,NA,NA,,,,1790,Riley,Johnson Michael,Prince Georges,Prince Georges,"Prince Georges, MD",26,4,3,6,13,0,"He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 363. ",,,,NA,NA,NA,,1,13,,-76.8720961,38.7849211,"prince george's county, md, usa",
Badin Bible,Rozier [Rozer],Henry,,Esq.,,"Nottley Hall, Patowmack","Prince George's County, MD",MD,Point,38.7753918,-77.0185871,,"https://maryland.hometownlocator.com/maps/feature-map,ftc,2,fid,597830,n,notley%20hall.cfm",,1790,Rozer,Henry,,,"Prince Georges, MD",127,NA,2,5,120,NA,"Add this one to the Prince Georges, MD entry. See also his will, in which he's referred to as Henry Rozer of Nutley Hall, at http://www.colonial-settlers-md-va.us/getperson.php?personID=I016090&tree=tree1. See also: He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 368. He's listed as Henry Rozer, Esqr., Notley Hall, Potowmack.",,,,NA,NA,NA,,1,120,,-77.0185871,38.7753918,"prince george's county, md, usa",location fixed manually
Badin Bible,Semmes,Joseph,,,,Georgetown,"3700 O St NW, Washington, DC 20057","Washington, DC",Point,NA,NA,"Location approximate. Semmes was the owner of the Green Tree Tavern in Georgetown. See William W. Warner, ""At Peace With All Their Neighbors : Catholics and Catholicism in the National Capital, 1787-1860"" (Washington, DC: Georgetown University Press, 1994), p. 15. ",,,NA,,,,,,NA,NA,NA,NA,NA,NA,"inconclusive; he appears in""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Volume 9 (1898), p. 362.",,,,NA,NA,NA,Owner of the Georgetown Green Tree Tavern - https://books.google.com/books?id=La5qFU947j4C&pg=PA71&lpg=PA71&dq=Georgetown+Trinity+Church+%22joseph+semmes%22&source=bl&ots=XBOu9hIvdP&sig=SJClzWDn1gMPdTxUp9wZVi7UdMc&hl=en&sa=X&ved=0ahUKEwisyqKj3fTbAhVOYK0KHXc9CLsQ6AEINDAC#v=onepage&q=joseph%20semmes&f=false,1,,One of the first Georgetown students; prominent member of the Georgetown Trinity Church,-77.0716037,38.9076848,"3700 o st nw, washington, dc 20057, usa",
Badin Bible,Seth,Charles,,,,Queen Anne's County,"Bloomingdale Road & Ocean Gateway (US 50), Queenstown, MD 21658",MD,Point,NA,NA,"Edward B. Carley (""The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976"") places Charles Seth at Island Creek, and another source confirms this location with the further specification of Mount Mills. Mount Mills used to be where Bloomingdale is now.","https://www.genealogy.com/forum/surnames/topics/seth/136/, https://www.qac.org/201/Historic-Houses",,1790,Seth,Charles,Queen Annes,Queen Annes,"Queen Annes, MD",8,1,2,3,2,0,,,,,NA,NA,NA,,1,2,,-88.0799316,41.9497465,"201 s bloomingdale rd, bloomingdale, il 60108, usa",
Badin Bible,Sewall,Nicholas,[Lewis],Jun.,,"Cedar point, Patuxent","22145 Arnold Cir, Patuxent River, MD 20670",MD,Point,NA,NA,"Nicholas Lewis Sewall was known as ""Nicholas Lewis of Cedar Point."" The St. Nicholas Catholic Church at Cedar Point was named in honor of Sewall's father Nicholas Sewall, owner of the Mattapany plantation.",http://www.colonial-settlers-md-va.us/getperson.php?personID=I061984&tree=tree1,,1790,Sewall,Nicholas L.,,Unknown Township,"St Marys, MD",43,NA,2,2,39,NA,"2 Nicholas Sewalls in 1790 census Marylan (SK: he's the one with the L. for middle name). A Nicholas Sewall, Jr. appears in St Mary's County, MD in 1790, on a voter list (which is the county in which Cedar Point is located). He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 363. His location is listed as appears in the published list.",,,,NA,NA,NA,,1,39,Brother of Charles Sewall. http://www.colonial-settlers-md-va.us/getperson.php?personID=I017846&tree=Tree1,-76.4414861,38.2734446,"22145 arnold cir, patuxent river, md 20670, usa",
Badin Bible,Sheets,Conrad,,,,Hagerstown,"Hagerstown, MD",MD,City,NA,NA,,,,1790,Sheets,Conrod,Dauphin,Dauphin,"Dauphin, PA",7,1,1,5,0,0,SK:Daughin connection with Joseph Snyder?,,,,NA,NA,NA,,NA,,,-77.7199932,39.6417629,"hagerstown, md, usa",
Badin Bible,Spalding,Basil,,,,"Pomfret, Charles county","9205 Marshall Corner Road, Pomfret, MD",MD,Point,NA,NA,"Basil Spalding inherited the ""Green Inheritance"" plantation from his grandfather John Spalding. Basil built ""Pleasant Hill"" home in 1761.",https://mht.maryland.gov/secure/medusa/PDF/Charles/CH-78.pdf,,1790,Spalding,Basil,Charles,Charles,Charles,20,0,2,4,14,0,,,,,NA,NA,NA,,1,14,Father of John Spalding? http://www.colonial-settlers-md-va.us/getperson.php?personID=I057854&tree=Tree1,-76.9940298,38.5877451,"9205 marshall corner rd, pomfret, md 20675, usa",
Badin Bible,Spalding,John,,,,Prince George's county,"Prince George's County, MD",MD,County,NA,NA,,,,1790,Spalding,John,Prince Georges,Prince Georges,"Prince Georges, MD",15,1,1,4,9,0,Change this plot point from George's County to Prince George's County. ,,1736,"Charles County, MD",1820,54,NA,,1,9,Son of Basil Spalding? http://www.colonial-settlers-md-va.us/getperson.php?personID=I021132&tree=Tree1,-76.8720961,38.7849211,"prince george's county, md, usa",
Badin Bible,Summers,Felix,,,,Talbot County,"Talbot County, MD",MD,Point,38.696745,-75.928551,"Location approximate. Thomas Joseph Peterman places Felix Summers ""near the area reached from Maple Avenue in Preston twoard Chotank River on the right side.""","See Thomas Joseph Peterman, ""Catholics in Colonial Delmarva"" (Devon, PA: Cooke, 1996). P. 284.",,NA,,,,,,NA,NA,NA,NA,NA,NA,doesn't appear in 1790 census,,,,NA,NA,NA,,NA,,,-75.928551,38.696745,"talbot county, md, usa",location fixed manually
Badin Bible,Ternan [Tiernan],Luke,,,,Hagerstown,"Hagerstown, MD",MD,City,NA,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,doesn't appear in 1790 census,The last name is Tiernan - https://books.google.com/books?id=LwIjAQAAIAAJ&pg=PA231&dq=%22Luke+Tiernan%22+catholic&hl=en&sa=X&ved=0ahUKEwiq6eqWneXbAhWIGnwKHdB0DZoQ6AEIPjAE#v=onepage&q=%22Luke%20Tiernan%22%20catholic&f=false and https://books.google.com/books?id=JmlKAAAAYAAJ&pg=PA210&dq=%22Luke+Tiernan%22+hagerstown&hl=en&sa=X&ved=0ahUKEwjNyp6CmPTbAhUrs1QKHQfmDlAQ6AEIUTAI#v=onepage&q=%22Luke%20Tiernan%22%20hagerstown&f=false,1757,Ireland,1839,33,1783,Merchant,NA,,,-77.7199932,39.6417629,"hagerstown, md, usa",
Badin Bible,Tubman,Richard,,,,"Dorset county, MD","Tubman Chaple, Church Creek, MD 21622",MD,Point,NA,NA,"Richard Tubman II built the Tubman Chapel for Rev. Joseph Mosley in 1769. See Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 34.",https://mht.maryland.gov/secure/medusa/PDF/Dorchester/D-18.pdf,,1790,Tubman,Richard,Charles,Charles,"Charles, MD",22,2,4,3,13,0,,"Counties don't match between the census and the list, but this is most likely him -- e.g. https://books.google.com/books?id=Wz36_E60ZS4C&pg=PA21&dq=%22Richard+Tubman%22+catholic&hl=en&sa=X&ved=0ahUKEwje6tjxn-XbAhUJRqwKHWTQBVwQ6AEIKTAA#v=onepage&q=%22Richard%20Tubman%22%20catholic&f=false",,,NA,NA,NA,,1,13,"Tubman Chapel, the first Catholic Church in Dorcester County, was built c. 1769 -  https://books.google.com/books?id=a327AwAAQBAJ&pg=PA54&dq=%22Richard+Tubman%22+catholic&hl=en&sa=X&ved=0ahUKEwje6tjxn-XbAhUJRqwKHWTQBVwQ6AEIOjAD#v=onepage&q=%22Richard%20Tubman%22%20catholic&f=false",-76.2477223,38.3865113,"church creek, md 21622, usa",
Badin Bible,Tuite,Robert,,Esq.,,Queen Anne's County,"13209 Church Lane, Cordova, Maryland 21625",MD,Point,NA,NA,"Location approximate. Rev. John Ambrose Souge writes a letter about coming to St. Joseph's mission in 1802 and says that John Bolton (who was in charge of the mission) usually stayed with Robert Tuite and that Tuite frequently supplied communion wine , which means that Tuite resided not too far from the mission. See the full letter in Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 47-48.",,,1790,Tuite,Robert,Queen Annes,Queen Annes,"Queen Annes, MD",33,0,1,2,30,0,,,,,NA,NA,NA,,1,30,,-76.013022,38.909909,"13209 church ln, cordova, md 21625, usa",
Badin Bible,Van Huffel,James,,Rev.,,Maryland,"St. Mary's County, MD",MD,County,NA,NA,"Joseph Agonito in ""The Building of an American Catholic Church: The Episcopacy of John Carroll"" (New York: Routledge, 2017) places James Van Huffel in St. Mary's County.",https://books.google.com/books?id=wO80DwAAQBAJ&pg=PT91&dq=%22James+Van+Huffel%22&hl=en&sa=X&ved=0ahUKEwit4IjEjvTbAhUEG3wKHcH1BLYQ6AEIRjAF#v=onepage&q=%22James%20Van%20Huffel%22&f=false,,NA,,,,,,NA,NA,NA,NA,NA,NA,doesn't appear in 1790 census,,,,NA,NA,NA,,NA,,Was at John Carroll's first national synod - https://books.google.com/books?id=5B8FAAAAYAAJ&pg=PA429&dq=%22Rev+james+Van+Huffel%22&hl=en&sa=X&ved=0ahUKEwj33uvtouXbAhUMY6wKHaPUBakQ6AEIKTAA#v=onepage&q=%22Rev%20james%20Van%20Huffel%22&f=false,-76.3637285,38.1060259,"st mary's county, md, usa",
Badin Bible,Walsh,William,,,,Monocacy,"Creagerstown, MD",MD,Point,39.577222,-77.365,"Monocacy is a former village that used to be located near Creagerstown in Frederick County, MD. The village was completely abandoned, so no precise location exists.","https://en.wikipedia.org/wiki/Monocacy,_Maryland",,NA,,,,,,NA,NA,NA,NA,NA,NA,"doesn't appear in 1790 census. Add this plot point to the map, as another plot point for Frederick County, MD. Monocacy doesn't exist anymore as a village, but it's known to have been in Frederick County, MD. He is listed as a subscriber in ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 363.",,,,NA,NA,NA,,NA,,,-77.365,39.577222,"creagerstown, 4, creagerstown, md 21788, usa",location fixed manually
Badin Bible,Walton,James,,Rev.,"6 copies [note: in letter to Carey, Carroll changes this to 12 copies. See note for reference.]","St. Inigo, St. Mary's County","St. Ignatius Church, Webster Field Road, St. Inigoes, Saint Mary's County, MD 20684",MD,Point,38.150333,-76.423611,"St. Ignatius Roman Catholic Church stands on the site of St. Inigoe's Manor, acquired by the Jesuit in 1637.",,,1790,Walton,James,Unknown Township,St Marys,"St Marys, MD",30,0,2,0,28,0,"This has been changed: from St. Mary's County to St. Inigoes, MD (which is in St. Mary's County). See ""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Vol. 9, American Catholic Historical Society of Philadelphia, 1898, p. 364, for letter from Carroll to Carey, specifying that Walton wanted 12 copies. Letter dated Sept 10, 1789.",,1736,England,1803,54,NA,,1,28,,-76.423611,38.150333,"st inigoes, md 20684, usa",location fixed manually
Badin Bible,Ward,B.,M.,Esq.,,Talbot County,"Talbot County, MD",MD,County,NA,NA,,,,NA,,,,,,NA,NA,NA,NA,NA,NA,not enough information,,,,NA,NA,NA,,NA,,,-76.1319953,38.7803973,"talbot county, md, usa",
Badin Bible,Waring,H. [Henry],,,,Georgetown,"3700 O St NW, Washington, DC 20057","Washington, DC",Point,NA,NA,,,,1790,Henry,Warring,,,"Montgomery, MD",7,5,2,NA,NA,NA,"doesn't appear in1790 census; he appears in""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Volume 9 (1898), p. 362.",http://www.colonial-settlers-md-va.us/getperson.php?personID=I021200&tree=Tree1,1762,"Prince George's County, MD",1806,28,NA,Merchant - https://books.google.com/books?id=CpxJAAAAYAAJ&pg=PA362&dq=%22H+Waring%22+georgetown&hl=en&sa=X&ved=0ahUKEwjWnICpxOXbAhXLhVQKHY9tBnEQ6AEIOjAD#v=onepage&q=%22H%20Waring%22%20georgetown&f=false,NA,,One of the first Georgetown students; brother of Marsham Waring,-77.0716037,38.9076848,"3700 o st nw, washington, dc 20057, usa",
Badin Bible,Waring,M. [Marsham],,,,Georgetown,"3700 O St NW, Washington, DC 20057","Washington, DC",Point,NA,NA,,,,1790,Marsham,Warring,,,"Montgomery, MD",7,5,2,NA,NA,NA,"doesn't appear in 1790 census; he appears in""Selections from the Correspondence of the Deceased Mathew Carey . . . .,"" Records of the American Catholic Historical Society of Philadelphia, Volume 9 (1898), p. 362.",The full first name appears in the proposal for the establishment of Georgetown. See https://books.google.com/books?id=YdRAAAAAIAAJ&pg=PA401&dq=people+affiliated+with+early+georgetown+university&hl=en&sa=X&ved=0ahUKEwiU4bWb9fPbAhULHqwKHbz_B48Q6AEIPDAD#v=onepage&q=waring&f=false. See also - http://www.colonial-settlers-md-va.us/getperson.php?personID=I021203&tree=Tree1,1754,"Prince George's County, MD",1812,36,NA,Merchant - https://books.google.com/books?id=CpxJAAAAYAAJ&pg=PA362&dq=%22H+Waring%22+georgetown&hl=en&sa=X&ved=0ahUKEwjWnICpxOXbAhXLhVQKHY9tBnEQ6AEIOjAD#v=onepage&q=%22H%20Waring%22%20georgetown&f=false,NA,,"Georgetown, brother of Henry Waring",-77.0716037,38.9076848,"3700 o st nw, washington, dc 20057, usa",
Badin Bible,Wetherstrandt [Wederstrandt],Conrad,Theodore,Esq.,,Talbot county,"Queenstown, MD 21658",MD,Point,38.940283,-76.19752,"Location approximate. Edward B. Carley places him just southwest of Queenstown, MD in the map in his book. See Edward B. Carley, The Origins and History of St. Peter's Church, Queenstown, Maryland, 1637-1976 (Centerville, MD: Carley, 1976), p. 34.",https://books.google.com/books?id=gwLiAAAAMAAJ&q=conrad+wederstrandt&dq=conrad+wederstrandt&hl=en&sa=X&ved=0ahUKEwjDvfuQufLbAhVihq0KHcB9A_0Q6AEIXDAK,,1790,Wederstrandt,Conrad T,,,"Queen Annes, MD",NA,2,4,5,85,NA,doesn't appear in 1790 census. SK: appears in this version: http://files.usgwarchives.net/md/queenanne/census/1790/pg0098.txt,,1736,,1801,54,NA,,1,85,Served as commissary of purchases for Maryland during the Revolutionary War - https://founders.archives.gov/documents/Jefferson/01-20-02-0240. He married John Sayer Blake's daughter Mary Blake.,-76.19752,38.940283,"queenstown, md 21658, usa",location fixed manually
Badin Bible,Wheeler,Ignatius,,,,St. Mary's County,"St. Mary's County, MD",MD,County,NA,NA,,,,1790,Wheeler,Ignatius,Unknown Township,,"St. Mary's, Maryland",46,1,2,2,40,1,4 Ignatius Wheelers in 1790 census Maryland; SK: only one in St Mary's County,"There is a wealthy Catholic by the name of Ignatius Wheeler residing in Hartford County as well; he is likely the same person, but I have no definitive proof; and St. Mary's and Hartford Counties are quite far away, so why would the location be off in the subscriber list? Ignatius Wheeler shows up again on another list of John Carroll's, this one re: Georgetown, and in that list, Carroll specifies that Wheeler is ""on the Western shore,"" but again, inconclusive as to the exact location.",,,NA,NA,NA,,1,40,,-76.3637285,38.1060259,"st mary's county, md, usa",
Badin Bible,Young,Nottley,,Esq.,,"Duddington Pasture, Patowmac","Washington, DC",MD,Point,38.882612,-77.0274766,"Nicholas King, _Map of Notley Young's Plantation,î Histories of the National Mall, accessed June 26, 2018, http://mallhistory.org/items/show/252.","https://dc.hometownlocator.com/maps/feature-map,ftc,3,fid,531080,n,duddington%20pasture.cfm",,1790,Young,Notley,Prince Georges,Prince Georges,"Prince Georges, MD",279,8,6,0,265,0,http://www.colonial-settlers-md-va.us/getperson.php?personID=I014132&tree=Tree1,,,,NA,NA,NA,,1,265,,-77.0274766,38.882612,"washington, dc, usa",location fixed manually
